name,birth_date,age,gender,home_country,home_city,home_state,current_country,worth,industry,source,self_made,country_population,country_gdp,country_life_expectancy,country_tax_revenue,country_total_tax_rate,country_gross_primary_education,country_gross_tertiary_education,country_cpi,country_latitude,country_longitude
"Thongma Vijitpongpun",1957-07-08,65,Male,Thailand,Bangkok,not-applicable,Thailand,1200000000,"Real Estate","Real estate",1,69625582,543649976166,76.9,14.9,29.5,99.8,49.3,113.3,15.870032,100.992541
"Thomas von Koch",1966-03-24,57,Male,"Hong Kong","Hong Kong",not-applicable,Sweden,1200000000,"Finance & Investments","Asset management",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Fuji Wang",1960-03-29,65,Male,China,Zhangzhou,not-applicable,China,1200000000,Healthcare,Pharmaceuticals,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Shih-Chung Wang",1962-01-01,61,Male,Taiwan,Taipei,not-applicable,Taiwan,1200000000,Manufacturing,"Pneumatic equipments",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Xiaoshen Wang",1968-10-01,54,Male,China,Urumchi,not-applicable,China,1200000000,Manufacturing,Lithium,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"J. Wayne Weaver",1935-09-01,87,Male,"United States",Jacksonville,Florida,"United States",1200000000,Diversified,Shoes,1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Drorit Wertheim",1956-01-01,67,Female,Israel,"Bnei Atarot",not-applicable,Israel,1200000000,"Food & Beverage","Coca Cola Israel",0,9053300,395098666122,82.8,23.1,25.3,104.9,63.4,108.2,31.046051,34.851612
"Cameron Winklevoss",1981-08-21,41,Male,"United States","New York","New York","United States",1200000000,"Finance & Investments",Cryptocurrency,1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Tyler Winklevoss",1981-08-21,41,Male,"United States","New York","New York","United States",1200000000,"Finance & Investments",Cryptocurrency,1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Chung-yi Wu",1955-07-01,67,Male,Taiwan,"Chang Hwa County",not-applicable,Taiwan,1200000000,Manufacturing,Manufacturing,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Eugene Wu",1945-05-03,77,Male,Taiwan,Taipei,not-applicable,Taiwan,1200000000,"Finance & Investments",Finance,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Yonghua Wu",1971-01-01,52,Male,China,Xiamen,not-applicable,China,1200000000,"Fashion & Retail",Apparel,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Xinde Xia",1964-10-15,58,Male,China,Guangzhou,not-applicable,China,1200000000,Manufacturing,Batteries,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Wenbo Xiang",1962-06-21,60,Male,China,Changsha,not-applicable,China,1200000000,Manufacturing,Manufacturing,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Jin Xu",1965-01-24,58,Male,China,"Huaibei city",not-applicable,China,1200000000,"Food & Beverage",Wine,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Shijun Xu",1963-03-01,60,Male,China,Nantong,not-applicable,China,1200000000,Manufacturing,Manufacturing,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Wanmao Xu",1945-01-01,78,Male,China,Ningbo,not-applicable,China,1200000000,Service,Education,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Yuejuan Xu",1962-01-24,61,Female,China,Hangzhou,not-applicable,China,1200000000,Manufacturing,"Petro Fibre",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Vadim Yakunin",1963-01-05,60,Male,Russia,Moscow,not-applicable,Russia,1200000000,Healthcare,Pharmacy,1,144373535,1699876578871,72.7,11.4,46.2,102.6,81.9,180.8,61.524010,105.318756
"Yunyun Yang",1977-01-01,46,Female,China,Guangzhou,not-applicable,China,1200000000,"Fashion & Retail",Retail,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Matei Zaharia",1985-04-21,37,Male,"United States",Berkeley,California,Romania,1200000000,Technology,"Data analytics",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Shengda Zan",1963-04-02,60,Male,China,Nantong,not-applicable,China,1200000000,Diversified,Diversified,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Xuezheng Zhang",1975-06-01,47,Male,China,Jiaxing,not-applicable,China,1200000000,Technology,Telecom,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Yin Zhang",1957-02-01,66,Female,China,Dongguan,not-applicable,China,1200000000,Manufacturing,"Paper manufacturing",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Ning Zhao",1967-01-01,56,Female,China,Shanghai,not-applicable,"United States",1200000000,Healthcare,Pharmaceuticals,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Wen Zhou",1965-03-06,58,Male,China,Shanghai,not-applicable,China,1200000000,Manufacturing,Chemicals,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Xingliang Zhu",1959-05-01,63,Male,China,Suzhou,not-applicable,China,1200000000,"Construction & Engineering",Construction,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Hari Krishan Agarwal",1956-04-05,66,Male,India,Delhi,not-applicable,India,1100000000,"Fashion & Retail","Sports shoes",1,1366417754,2611000000000,69.4,11.2,49.7,113.0,28.1,180.4,20.593684,78.962880
"Farkhad Akhmedov",1955-09-15,67,Male,Russia,Moscow,not-applicable,Russia,1100000000,Energy,Investments,1,144373535,1699876578871,72.7,11.4,46.2,102.6,81.9,180.8,61.524010,105.318756
"Prem Kumar Arora",1938-09-11,84,Male,unknown,unknown,not-applicable,India,1100000000,Healthcare,Pharmaceuticals,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Joseph Bae",1972-01-12,51,Male,"United States","New York","New York","United States",1100000000,"Finance & Investments","Private equity",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Abigail Bennett",1980-12-27,42,Female,"United States",Rochester,"New York","United States",1100000000,"Food & Beverage",Liquor,0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Sara Blakely",1971-02-27,52,Female,"United States",Atlanta,Georgia,"United States",1100000000,"Fashion & Retail",Spanx,1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Lloyd Blankfein",1954-09-20,68,Male,"United States","New York","New York","United States",1100000000,"Finance & Investments",Banking,1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Henadiy Boholyubov",1962-01-01,61,Male,Ukraine,Dnipro,not-applicable,Ukraine,1100000000,Diversified,"Banking, investments",1,44385155,153781069118,71.6,20.1,45.2,99.0,82.7,281.7,48.379433,31.165580
"Stephane Bonvin",1967-01-01,56,Male,Switzerland,Lens,not-applicable,Switzerland,1100000000,"Real Estate","Real estate",1,8574832,703082435360,83.6,10.1,28.8,105.2,59.6,99.6,46.818188,8.227512
"Oleg Boyko",1964-09-28,58,Male,Switzerland,Lipperswil,not-applicable,Russia,1100000000,Diversified,Diversified,1,8574832,703082435360,83.6,10.1,28.8,105.2,59.6,99.6,46.818188,8.227512
"Ryan Breslow",1994-05-20,28,Male,"United States",Miami,Florida,"United States",1100000000,Technology,"E-commerce software",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Thomas Bruch",1950-04-25,72,Male,Germany,"St. Wendel",not-applicable,Germany,1100000000,"Fashion & Retail",Retail,0,83132799,3845630030824,80.9,11.5,48.8,104.0,70.2,112.9,51.165691,10.451526
"Marina Budiman",1961-09-05,61,Female,Indonesia,Jakarta,not-applicable,Indonesia,1100000000,Technology,"Data centers",1,270203917,1119190780753,71.5,10.2,30.1,106.4,36.3,151.2,-0.789275,113.921327
"Pradip Burman",1942-11-02,80,Male,India,Delhi,not-applicable,India,1100000000,"Food & Beverage","Consumer goods",0,1366417754,2611000000000,69.4,11.2,49.7,113.0,28.1,180.4,20.593684,78.962880
"Hongbin Cai",1960-03-29,65,Male,China,Lianyungang,not-applicable,China,1100000000,Healthcare,Pharmaceuticals,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Kejian Cao",1962-04-10,60,Male,China,Quzhou,not-applicable,China,1100000000,Manufacturing,"Air compressors",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Giuliana Caprotti",1940-11-21,82,Female,Italy,Milan,not-applicable,Italy,1100000000,"Food & Beverage",Supermarkets,0,60297396,2001244392042,82.9,24.3,59.1,101.9,61.9,110.6,41.871940,12.567380
"Marina Caprotti",1978-01-17,45,Female,Italy,Milan,not-applicable,Italy,1100000000,"Food & Beverage",Supermarkets,0,60297396,2001244392042,82.9,24.3,59.1,101.9,61.9,110.6,41.871940,12.567380
"Jing Chang",1982-08-01,40,Male,China,Beijing,not-applicable,China,1100000000,Technology,Technology,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Baohua Chen",1962-01-01,61,Male,China,Linhai,not-applicable,China,1100000000,Healthcare,Pharmaceutical,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Gang Chen",1968-01-01,55,Male,China,Guangzhou,not-applicable,China,1100000000,Energy,"Solar energy",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Liying Chen",1975-10-30,47,Female,China,Shanghai,not-applicable,China,1100000000,Logistics,"Package delivery",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Tony Chen",1949-07-01,73,Male,Taiwan,Taichung,not-applicable,Taiwan,1100000000,Technology,Electronics,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Xueling Chen",1967-10-16,55,Female,China,Shantou,not-applicable,China,1100000000,Manufacturing,Stationery,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Lili Cheng",1965-01-01,58,Male,China,Changzhou,not-applicable,China,1100000000,"Food & Beverage","Poultry breeding",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Jyh-jer Cho",1960-03-29,65,Male,unknown,unknown,not-applicable,Taiwan,1100000000,Technology,Semiconductors,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Weili Dai",1961-09-14,61,Female,"United States","Las Vegas",Nevada,"United States",1100000000,Technology,Semiconductors,1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Carmen Daurella Aguilera",1960-03-29,65,Female,Spain,Barcelona,not-applicable,Spain,1100000000,"Food & Beverage","Coca-Cola bottler",0,47076781,1394116310769,83.3,14.2,47.0,102.7,88.9,111.0,40.463667,-3.749220
"Yingzhong Deng",1951-01-01,72,Male,China,Zhongshan,not-applicable,China,1100000000,Manufacturing,Paper,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Shlomo Eliahu",1936-01-18,87,Male,Israel,"Tel Aviv",not-applicable,Israel,1100000000,"Finance & Investments",Insurance,1,9053300,395098666122,82.8,23.1,25.3,104.9,63.4,108.2,31.046051,34.851612
"Henry Engelhardt",1958-01-17,65,Male,"United Kingdom",Cardiff,not-applicable,"United States",1100000000,"Finance & Investments",Insurance,1,66834405,2827113184696,81.3,25.5,30.6,101.2,60.0,119.6,55.378051,-3.435973
"Gabriel Escarrer",1935-03-02,88,Male,Spain,"Palma de Majorca",not-applicable,Spain,1100000000,Service,Hotels,1,47076781,1394116310769,83.3,14.2,47.0,102.7,88.9,111.0,40.463667,-3.749220
"Daniel Feffer",1959-10-28,63,Male,Brazil,"SÃ£o Paulo",not-applicable,Brazil,1100000000,Manufacturing,"Pulp and paper",0,212559417,1839758040766,75.7,14.2,65.1,115.4,51.3,167.4,-14.235004,-51.925280
"Ruben Feffer",1972-03-29,53,Male,Brazil,"SÃ£o Paulo",not-applicable,Brazil,1100000000,Manufacturing,"Pulp and paper",0,212559417,1839758040766,75.7,14.2,65.1,115.4,51.3,167.4,-14.235004,-51.925280
"Gleb Fetisov",1966-06-05,56,Male,Cyprus,Limassol,not-applicable,Russia,1100000000,Telecom,Investments,1,1198575,24564647935,80.8,24.5,22.4,99.3,75.9,102.5,35.126413,33.429859
"Paul Fireman",1944-02-14,79,Male,"United States",Brookline,Massachusetts,"United States",1100000000,"Fashion & Retail",Reebok,1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Robert Fisher",1953-08-01,69,Male,"United States","San Francisco",California,"United States",1100000000,"Fashion & Retail",Gap,0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Bernd Freier",1957-01-01,66,Male,Germany,Rottendorf,not-applicable,Germany,1100000000,"Fashion & Retail","Fashion retail",1,83132799,3845630030824,80.9,11.5,48.8,104.0,70.2,112.9,51.165691,10.451526
"Donald Friese",1940-10-03,82,Male,"United States","Los Angeles",California,"United States",1100000000,Manufacturing,Manufacturing,1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Zhongru Gan",1948-07-01,74,Male,China,Beijing,not-applicable,China,1100000000,Healthcare,Pharmaceuticals,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Rahul Gautam",1952-11-18,70,Male,India,Delhi,not-applicable,India,1100000000,"Fashion & Retail",Mattresses,0,1366417754,2611000000000,69.4,11.2,49.7,113.0,28.1,180.4,20.593684,78.962880
"David Golub",1962-04-16,60,Male,"United States","New York","New York","United States",1100000000,"Finance & Investments","Private equity",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Pavel Golubkov",1976-03-13,47,Male,Russia,Moscow,not-applicable,Russia,1100000000,"Real Estate","Building, development",1,144373535,1699876578871,72.7,11.4,46.2,102.6,81.9,180.8,61.524010,105.318756
"Cristina Green",1960-03-29,65,Female,"United Kingdom",London,not-applicable,"United Kingdom",1100000000,"Fashion & Retail","Fashion retail",1,66834405,2827113184696,81.3,25.5,30.6,101.2,60.0,119.6,55.378051,-3.435973
"Philip Green",1960-03-29,65,Male,"United Kingdom",London,not-applicable,"United Kingdom",1100000000,"Fashion & Retail","Fashion retail",1,66834405,2827113184696,81.3,25.5,30.6,101.2,60.0,119.6,55.378051,-3.435973
"Said Gutseriev",1988-04-18,34,Male,"United Kingdom",London,not-applicable,Russia,1100000000,Energy,"Retail, investments",0,66834405,2827113184696,81.3,25.5,30.6,101.2,60.0,119.6,55.378051,-3.435973
"Polys Haji-Ioannou",1960-01-11,63,Male,Monaco,Monaco,not-applicable,Cyprus,1100000000,Service,EasyJet,0,38964,7184844193,NULL,NULL,NULL,NULL,NULL,NULL,43.738418,7.424616
"Zuxun He",1965-10-28,57,Male,China,Kunming,not-applicable,China,1100000000,"Food & Beverage","Pig breeding",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Christian Herz",1960-03-29,65,Male,Germany,Hamburg,not-applicable,Germany,1100000000,"Finance & Investments",Coffee,0,83132799,3845630030824,80.9,11.5,48.8,104.0,70.2,112.9,51.165691,10.451526
"Michaela Herz",1960-03-29,65,Female,Germany,Hamburg,not-applicable,Germany,1100000000,"Finance & Investments",Coffee,0,83132799,3845630030824,80.9,11.5,48.8,104.0,70.2,112.9,51.165691,10.451526
"David Hindawi",1944-12-08,78,Male,"United States",Seattle,Washington,"United States",1100000000,Technology,Software,1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Shan Huang",1970-08-09,52,Male,China,Shenzhen,not-applicable,China,1100000000,Technology,Software,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Xiaofen Huang",1962-01-01,61,Female,China,Shenzhen,not-applicable,China,1100000000,Technology,"Printed circuit boards",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Hiroshi Ishibashi",1946-08-01,76,Male,Japan,Tokyo,not-applicable,Japan,1100000000,Automotive,Tires,0,126226568,5081769542380,84.2,11.9,46.7,98.8,63.2,105.5,36.204824,138.252924
"Masayuki Ishihara",1948-12-15,74,Male,Japan,Tokyo,not-applicable,Japan,1100000000,"Gambling & Casinos","Pachinko machines",0,126226568,5081769542380,84.2,11.9,46.7,98.8,63.2,105.5,36.204824,138.252924
"Chatchai Kaewbootta",1951-07-05,71,Male,Thailand,Bangkok,not-applicable,Thailand,1100000000,"Finance & Investments","Auto loans",1,69625582,543649976166,76.9,14.9,29.5,99.8,49.3,113.3,15.870032,100.992541
"Nikhil Kamath",1986-09-05,36,Male,India,Bangalore,not-applicable,India,1100000000,"Finance & Investments","Financial services",1,1366417754,2611000000000,69.4,11.2,49.7,113.0,28.1,180.4,20.593684,78.962880
"Jonas Kamprad",1966-03-04,57,Male,"United Kingdom",London,not-applicable,Sweden,1100000000,"Finance & Investments",IKEA,0,66834405,2827113184696,81.3,25.5,30.6,101.2,60.0,119.6,55.378051,-3.435973
"Mathias Kamprad",1969-06-27,53,Male,"United Kingdom",London,not-applicable,Sweden,1100000000,"Finance & Investments",IKEA,0,66834405,2827113184696,81.3,25.5,30.6,101.2,60.0,119.6,55.378051,-3.435973
"Peter Kamprad",1964-03-29,59,Male,Belgium,Tervuren,not-applicable,Sweden,1100000000,"Finance & Investments",IKEA,0,11484055,529606710418,81.6,24.0,55.4,103.9,79.7,117.1,50.503887,4.469936
"Fumio Kaneko",1956-10-17,66,Male,Japan,Kobe,not-applicable,Japan,1100000000,Service,"Waste management",1,126226568,5081769542380,84.2,11.9,46.7,98.8,63.2,105.5,36.204824,138.252924
"Sunjay Kapur",1971-10-15,51,Male,India,Delhi,not-applicable,"United States",1100000000,Automotive,"Auto parts",0,1366417754,2611000000000,69.4,11.2,49.7,113.0,28.1,180.4,20.593684,78.962880
"Ali Metin Kazanci",1934-08-30,88,Male,Turkey,Istanbul,not-applicable,Turkey,1100000000,Energy,Energy,1,83429615,754411708203,77.4,17.9,42.3,93.2,23.9,234.4,38.963745,35.243322
"Kangbao Ke",1963-01-01,60,Male,China,Guangzhou,not-applicable,China,1100000000,Healthcare,Retailing,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Carsten Koerl",1964-11-27,58,Male,Switzerland,Zurich,not-applicable,Germany,1100000000,Sports,"Sports data",1,8574832,703082435360,83.6,10.1,28.8,105.2,59.6,99.6,46.818188,8.227512
"Bon-sik Koo",1958-06-28,64,Male,"South Korea",Seoul,not-applicable,"South Korea",1100000000,Technology,LG,0,51709098,2029000000000,82.6,15.6,33.2,98.1,94.3,115.2,35.907757,127.766922
"Andrei Kosogov",1961-03-15,62,Male,Russia,Moscow,not-applicable,Russia,1100000000,Energy,Banking,1,144373535,1699876578871,72.7,11.4,46.2,102.6,81.9,180.8,61.524010,105.318756
"Yogesh Kothari",1949-01-01,74,Male,India,Mumbai,not-applicable,India,1100000000,Manufacturing,"Specialty chemicals",1,1366417754,2611000000000,69.4,11.2,49.7,113.0,28.1,180.4,20.593684,78.962880
"Arvind Lal",1949-08-22,73,Male,India,Delhi,not-applicable,India,1100000000,Healthcare,"Medical diagnostics",0,1366417754,2611000000000,69.4,11.2,49.7,113.0,28.1,180.4,20.593684,78.962880
"Manuel Lao HernÃ¡ndez",1944-06-10,78,Male,Spain,Matadepera,not-applicable,Spain,1100000000,"Gambling & Casinos",Casinos,1,47076781,1394116310769,83.3,14.2,47.0,102.7,88.9,111.0,40.463667,-3.749220
"Joong-keun Lee",1941-01-11,82,Male,"South Korea",Seoul,not-applicable,"South Korea",1100000000,"Construction & Engineering","Construction, real estate",1,51709098,2029000000000,82.6,15.6,33.2,98.1,94.3,115.2,35.907757,127.766922
"Nancy Lerner",1960-05-11,62,Female,"United States",Cleveland,Ohio,"United States",1100000000,"Finance & Investments","Banking, credit cards",0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Norma Lerner",1936-03-28,87,Female,"United States",Cleveland,Ohio,"United States",1100000000,"Finance & Investments",Banking,0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Randolph Lerner",1962-02-21,61,Male,"United States",Cleveland,Ohio,"United States",1100000000,"Finance & Investments","Banking, credit cards",0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Zhijun Lin",1975-09-01,47,Male,China,Xiamen,not-applicable,China,1100000000,Healthcare,"Medical devices",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Zhixiong Lin",1973-07-01,49,Male,China,Xiamen,not-applicable,China,1100000000,Healthcare,"Medical devices",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Jeffrey Lorberbaum",1954-10-25,68,Male,"United States",Chattanooga,Tennessee,"United States",1100000000,Manufacturing,Flooring,0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Rongfu Lu",1971-01-01,52,Male,China,Xiamen,not-applicable,China,1100000000,Telecom,Telecommunication,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Yixiong Lyu",1963-01-01,60,Male,China,Shanghai,not-applicable,China,1100000000,"Fashion & Retail",Cosmetics,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Soichiro Minami",1976-06-15,46,Male,Japan,Tokyo,not-applicable,Japan,1100000000,Technology,"Internet and software",1,126226568,5081769542380,84.2,11.9,46.7,98.8,63.2,105.5,36.204824,138.252924
"Pawan Munjal",1954-10-28,68,Male,India,Delhi,not-applicable,India,1100000000,Automotive,"Two wheelers",0,1366417754,2611000000000,69.4,11.2,49.7,113.0,28.1,180.4,20.593684,78.962880
"Renu Munjal",1955-03-06,68,Female,India,Delhi,not-applicable,India,1100000000,Automotive,"Two wheelers",0,1366417754,2611000000000,69.4,11.2,49.7,113.0,28.1,180.4,20.593684,78.962880
"Suman Munjal",1953-02-26,70,Male,India,Delhi,not-applicable,India,1100000000,Automotive,Motorcycles,0,1366417754,2611000000000,69.4,11.2,49.7,113.0,28.1,180.4,20.593684,78.962880
"Dmitry Nikolaev",1966-08-17,56,Male,Russia,Kemerovo,not-applicable,Russia,1100000000,Energy,Coal,1,144373535,1699876578871,72.7,11.4,46.2,102.6,81.9,180.8,61.524010,105.318756
"Sjamsul Nursalim",1942-01-19,81,Male,Singapore,Singapore,not-applicable,Indonesia,1100000000,Automotive,"Tires, retail",0,5703569,372062527489,83.1,13.1,21.0,100.6,84.8,114.4,1.352083,103.819836
"Adrian Paval",1968-09-23,54,Male,Romania,Bacau,not-applicable,Romania,1100000000,"Fashion & Retail",Retail,1,19356544,250077444017,75.4,14.6,20.0,85.2,49.4,123.8,45.943161,24.966760
"Antonio Percassi",1953-06-09,69,Male,Italy,Bergamo,not-applicable,Italy,1100000000,Diversified,"Real estate, diversified",1,60297396,2001244392042,82.9,24.3,59.1,101.9,61.9,110.6,41.871940,12.567380
"Kevin Plank",1972-08-13,50,Male,"United States",Lutherville-Timonium,Maryland,"United States",1100000000,"Fashion & Retail","Under Armour",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"G.V. Prasad",1960-11-22,62,Male,India,Hyderabad,not-applicable,India,1100000000,Healthcare,Pharmaceuticals,0,1366417754,2611000000000,69.4,11.2,49.7,113.0,28.1,180.4,20.593684,78.962880
"Zhongjie Pu",1963-01-01,60,Male,China,Beijing,not-applicable,China,1100000000,Healthcare,"Medical equipment",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Wei Rao",1964-11-12,58,Male,China,Shenzhen,not-applicable,China,1100000000,Healthcare,Pharmaceuticals,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Helena Revoredo",1947-02-10,76,Female,Spain,Madrid,not-applicable,Spain,1100000000,Service,"Security services",0,47076781,1394116310769,83.3,14.2,47.0,102.7,88.9,111.0,40.463667,-3.749220
"Matthew Roszak",1972-12-09,50,Male,"United States",Chicago,Illinois,"United States",1100000000,"Finance & Investments",Cryptocurrency,1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Paul Sciarra",1981-02-15,42,Male,"United States","San Francisco",California,"United States",1100000000,Technology,Pinterest,1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Rajesh Sharma",1970-02-25,53,Male,India,Mumbai,not-applicable,India,1100000000,"Finance & Investments",Finance,0,1366417754,2611000000000,69.4,11.2,49.7,113.0,28.1,180.4,20.593684,78.962880
"Dean Solon",1965-01-01,58,Male,"United States",Gallatin,Tennessee,"United States",1100000000,Energy,"Solar systems",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Michael Spencer",1955-05-30,67,Male,"United Kingdom","London, Suffolk",not-applicable,"United Kingdom",1100000000,"Finance & Investments","Stock exchange",1,66834405,2827113184696,81.3,25.5,30.6,101.2,60.0,119.6,55.378051,-3.435973
"Joseph Steinberg",1944-02-05,79,Male,"United States","New York","New York","United States",1100000000,"Finance & Investments",Investments,1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Zachary Stern",1982-01-09,41,Male,"United States",Jackson,Wyoming,"United States",1100000000,"Food & Beverage",Liquor,0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Manny Stul",1949-05-09,73,Male,Australia,Melbourne,not-applicable,Australia,1100000000,Manufacturing,Toys,1,25766605,1392680589329,82.7,23.0,47.4,100.3,113.1,119.8,-25.274398,133.775136
"Hongjun Sun",1973-07-01,49,Male,China,Shanghai,not-applicable,China,1100000000,Technology,Semiconductors,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Weijie Sun",1963-07-26,59,Male,China,Yantai,not-applicable,China,1100000000,Manufacturing,"Oilfield equipment",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Sehat Sutardja",1961-07-09,61,Male,"United States","Las Vegas",Nevada,"United States",1100000000,Technology,Semiconductors,1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Min-Liang Tan",1977-11-05,45,Male,Singapore,Singapore,not-applicable,Singapore,1100000000,"Media & Entertainment",gaming,1,5703569,372062527489,83.1,13.1,21.0,100.6,84.8,114.4,1.352083,103.819836
